chinese,english,source,refs_list
鸡毛蒜皮,trivial matters; insignificant things,JSON,"['trivial matters', 'insignificant things']"
鸡鸣狗盗,to steal while the rooster crows and the dog barks,JSON,['to steal while the rooster crows and the dog barks']
鸡飞蛋打,A chaotic and disastrous scene; a situation where everything is in chaos and totally ruined,JSON,"['a chaotic and disastrous scene', 'a situation where everything is in chaos and totally ruined']"
鸡零狗碎,trivial matters; small and insignificant things,JSON,"['trivial matters', 'small and insignificant things']"
鸡犬不宁,"a state of unrest or disturbance, where even chickens and dogs are not at peace",JSON,"['a state of unrest or disturbance, where even chickens and dogs are not at peace']"
鸡犬不留,not sparing even the innocent (people or animals),JSON,"['not sparing even the innocent ,people or animals']"
鸡犬不惊,"unperturbed, not startled even by the clucking of chickens or barking of dogs",JSON,"['unperturbed, not startled even by the clucking of chickens or barking of dogs']"
鹬蚌相争，渔翁得利,"When two parties fight, a third party benefits",JSON,"['when two parties fight, a third party benefits']"
鹦鹉学舌,to parrot or imitate what others say without understanding the meaning,JSON,['to parrot or imitate what others say without understanding the meaning']
鹿死谁手,"""Who will be the ultimate winner?"" or ""Who will gain the upper hand?""",JSON,"['who will be the ultimate winner?', 'who will gain the upper hand?']"
麻痹大意,"being careless and negligent, not taking things seriously",JSON,"['being careless and negligent, not taking things seriously']"
麻木不仁,numb and heartless; lacking compassion or sensitivity,JSON,"['numb and heartless', 'lacking compassion or sensitivity']"
麻雀虽小，五脏俱全,"Although small, it is well-equipped; although humble, it possesses all necessary aspects or qualities.",JSON,"['although small, it is well-equipped', 'although humble, it possesses all necessary aspects or qualities.']"
黄粱一梦,a fleeting illusion or a dream that is soon to fade,JSON,['a fleeting illusion or a dream that is soon to fade']
黑白分明,"clearly distinguishing right from wrong, black and white",JSON,"['clearly distinguishing right from wrong, black and white']"
黑云压城城欲摧,a dire situation where everything seems to be falling apart,JSON,['a dire situation where everything seems to be falling apart']
黔驴技穷,to reach the end of one's ability,JSON,"[""to reach the end of one's ability""]"
默默无闻,to be unknown or unnoticed by others,JSON,['to be unknown or unnoticed by others']
点金成铁,to be able to turn anything into gold; a magical ability to transform something ordinary into something extraordinary,JSON,"['to be able to turn anything into gold', 'a magical ability to transform something ordinary into something extraordinary']"
点石成金,turning something insignificant into something highly valuable; also refers to being able to make a remarkable achievement with minimal effort,JSON,"['turning something insignificant into something highly valuable', 'also refers to being able to make a remarkable achievement with minimal effort']"
党同伐异,to unite against those who are different or dissenting from one's own group,JSON,"[""to unite against those who are different or dissenting from one's own group""]"
黯然失色,"to pale in comparison, to be overshadowed",JSON,"['to pale in comparison, to be overshadowed']"
鼎足之势,Equal balance of power among three parties,JSON,['equal balance of power among three parties']
鼓足干劲,to be full of enthusiasm and energy,JSON,['to be full of enthusiasm and energy']
鼠目寸光,"having a narrow and shortsighted view, unable to see the big picture",JSON,"['having a narrow and shortsighted view, unable to see the big picture']"
鼠窃狗盗,engaging in petty theft or dishonest behavior; engaging in sneaky and untrustworthy activities,JSON,"['engaging in petty theft or dishonest behavior', 'engaging in sneaky and untrustworthy activities']"
齐头并进,making progress together; advancing side by side,JSON,"['making progress together', 'advancing side by side']"
齐心协力,"work together with one heart and mind, cooperate closely",JSON,"['work together with one heart and mind, cooperate closely']"
龙蟠虎踞,a place where powerful and influential people gather,JSON,['a place where powerful and influential people gather']
龙飞凤舞,graceful and powerful; vigorous and lively,JSON,"['graceful and powerful', 'vigorous and lively']"
龙潭虎穴,"a dangerous or difficult situation, like a dragon's pool or a tiger's cave",JSON,"[""a dangerous or difficult situation, like a dragon's pool or a tiger's cave""]"
龙腾虎跃,energetic and vigorous; full of vitality,JSON,"['energetic and vigorous', 'full of vitality']"
龙争虎斗,a fierce competition or struggle between two powerful and ambitious rivals,JSON,['a fierce competition or struggle between two powerful and ambitious rivals']
肥头大耳,having a fat head and big ears,JSON,['having a fat head and big ears']
东窗事发,"""The secret is exposed"" or ""the truth is revealed""",JSON,"['the secret is exposed', 'the truth is revealed']"
水长船高,close cooperation and mutual support among colleagues or team members,JSON,['close cooperation and mutual support among colleagues or team members']
素不相识,unacquainted with each other; strangers,JSON,"['unacquainted with each other', 'strangers']"
年复一年,year after year; repeatedly,JSON,"['year after year', 'repeatedly']"
助桀为虐,to assist someone in doing evil or to help someone who is cruel,JSON,['to assist someone in doing evil or to help someone who is cruel']
冥思苦索,pondering deeply and seeking answers tirelessly,JSON,['pondering deeply and seeking answers tirelessly']
思前想后,"to think and rethink, to ponder",JSON,"['to think and rethink, to ponder']"
郁郁不乐,feeling unhappy or depressed,JSON,['feeling unhappy or depressed']
谈情说爱,to talk about love and romance,JSON,['to talk about love and romance']
一走了之,making a quick exit and leaving without taking any responsibility,JSON,['making a quick exit and leaving without taking any responsibility']
左思右想,to ponder and consider deeply; to mull over something from all possible angles,JSON,"['to ponder and consider deeply', 'to mull over something from all possible angles']"
喜上眉梢,to be extremely happy or overjoyed,JSON,['to be extremely happy or overjoyed']
火上浇油,"add fuel to the fire, worsen the situation",JSON,"['add fuel to the fire, worsen the situation']"
柳暗花明,there is light at the end of the tunnel; one's prospects are brightening up after a period of darkness or difficulty,JSON,"['there is light at the end of the tunnel', ""one's prospects are brightening up after a period of darkness or difficulty""]"
变化无穷,"""endless changes"" or ""ever-changing""",JSON,"['endless changes', 'ever-changing']"
